Make,Model,Year,Mileage,Engine_Size_L,Horsepower,Weight_lbs,Fuel_Type,Transmission,Price,Doors,Cylinders
Chevrolet,Silverado,2013,54228,5.0,437,2513,Gasoline,Automatic,97732,4,6
Ford,F-150,2001,58504,3.0,248,3981,Electric,Automatic,67727,4,4
Hyundai,Camry,2011,61367,5.0,452,2451,Diesel,Automatic,101331,4,4
Honda,Golf,2014,6659,1.0,101,2974,Diesel,Automatic,56361,4,4
Mercedes,Altima,2014,76961,2.5,162,3493,Gasoline,Automatic,95344,4,4
Nissan,3 Series,2019,124547,5.0,418,3047,Gasoline,Manual,106955,4,4
BMW,F-150,2016,26375,2.5,189,2780,Gasoline,CVT,95945,4,6
Chevrolet,F-150,2023,104008,2.0,211,2810,Diesel,Automatic,63933,4,6
Chevrolet,Silverado,2018,54538,3.0,237,3312,Diesel,CVT,73467,4,8
Mercedes,3 Series,2003,19329,2.0,174,3515,Gasoline,Automatic,76383,2,4
Audi,C-Class,2021,24661,4.0,334,3731,Gasoline,Automatic,147767,4,4
Hyundai,Camry,2014,128117,2.0,129,3111,Gasoline,Automatic,38659,2,6
Honda,Silverado,2022,70508,2.5,198,2617,Gasoline,Automatic,80672,4,4
Audi,Golf,2010,124002,5.0,379,2794,Gasoline,Automatic,131449,4,6
Hyundai,Altima,2019,39575,6.0,465,2919,Gasoline,Automatic,122893,4,6
Ford,Tucson,2012,80870,2.5,224,2422,Gasoline,Automatic,60058,4,4
Mercedes,3 Series,2002,96173,2.5,223,2415,Gasoline,Automatic,69794,4,4
Hyundai,Camry,2006,129781,2.0,165,3193,Hybrid,Automatic,33118,4,4
Audi,Tucson,2003,79163,6.0,518,2377,Gasoline,Automatic,150000,4,6
Ford,Golf,2016,36354,1.0,78,3541,Gasoline,Automatic,38615,4,4
Ford,Golf,2005,83580,1.5,123,3357,Gasoline,Automatic,28855,4,4
Toyota,Silverado,2015,75797,1.0,81,2964,Gasoline,CVT,40443,4,4
Hyundai,A4,2010,67523,1.0,78,2403,Diesel,Automatic,33727,4,4
Audi,A4,2018,112752,4.0,289,4682,Diesel,Automatic,121912,4,4
Volkswagen,C-Class,2020,95684,1.5,105,2822,Gasoline,CVT,38926,4,4
Mercedes,Tucson,2017,112887,3.0,260,3237,Gasoline,Automatic,115610,4,8
Mercedes,Camry,2001,66185,2.0,230,2833,Hybrid,CVT,89229,4,8
Honda,A4,2014,102538,2.5,260,4926,Gasoline,Automatic,68944,4,4
Nissan,3 Series,2000,98732,1.5,114,2950,Gasoline,Automatic,18697,4,4
Hyundai,Tucson,2001,121831,1.5,164,3179,Gasoline,Automatic,21016,4,6
Nissan,Altima,2021,108030,1.5,87,2129,Gasoline,Automatic,41362,4,6
BMW,Civic,2006,71223,2.5,234,3287,Hybrid,Automatic,100168,4,4
Volkswagen,Golf,2024,76971,4.0,341,2749,Gasoline,Automatic,107770,4,8
BMW,3 Series,2016,97082,1.0,113,3446,Gasoline,Manual,60037,4,4
Audi,Civic,2016,105045,1.0,50,3454,Gasoline,Automatic,53792,4,8
Toyota,Camry,2000,63552,1.0,123,2557,Diesel,Automatic,19914,4,4
BMW,Silverado,2014,73642,1.0,103,2413,Gasoline,Manual,54094,4,6
Audi,F-150,2003,83604,3.0,168,3539,Diesel,CVT,63450,4,4
Mercedes,C-Class,2010,97385,2.5,235,3620,Diesel,Automatic,95238,4,4
Ford,3 Series,2020,111245,5.0,335,4438,Gasoline,Automatic,96677,4,4
Mercedes,A4,2007,102046,3.0,223,2740,Gasoline,Automatic,97320,2,6
Volkswagen,Golf,2002,113754,6.0,434,3856,Gasoline,Automatic,100254,4,4
BMW,3 Series,2000,84749,2.0,136,2725,Hybrid,Automatic,46673,4,6
Ford,Golf,2007,50797,1.0,53,3625,Gasoline,Manual,21047,2,6
Volkswagen,A4,2024,90582,2.5,192,4480,Gasoline,Automatic,66887,4,6
Toyota,3 Series,2015,38219,1.0,50,1800,Gasoline,Automatic,33002,4,6
Chevrolet,F-150,2003,85129,6.0,513,2137,Gasoline,Automatic,108681,4,4
Toyota,A4,2016,124346,6.0,427,2224,Gasoline,Automatic,116369,2,6
Hyundai,F-150,2022,149234,2.5,166,3967,Hybrid,Automatic,55746,4,6
Volkswagen,Golf,2007,159485,2.0,185,3132,Gasoline,Automatic,32157,4,6
Audi,C-Class,2002,87146,4.0,333,3475,Diesel,Automatic,96624,4,4
Volkswagen,Altima,2008,109539,1.0,63,3334,Hybrid,Automatic,25223,4,4
Nissan,Civic,2006,62821,1.5,124,2645,Gasoline,Automatic,36095,4,4
Ford,A4,2012,44561,2.5,251,3106,Hybrid,Automatic,76521,2,4
Volkswagen,Camry,2008,112111,1.0,50,3244,Gasoline,Automatic,17323,4,6
Nissan,Civic,2003,78362,1.0,80,1847,Gasoline,Automatic,19785,4,6
Nissan,A4,2004,107180,6.0,497,3704,Diesel,Automatic,99463,4,4
Volkswagen,Camry,2011,84495,2.5,193,3439,Gasoline,Manual,64909,4,6
Volkswagen,Silverado,2002,117948,6.0,461,3722,Gasoline,Automatic,106365,4,4
Honda,Silverado,2006,16555,1.0,120,3228,Gasoline,Automatic,47179,4,6
Audi,Camry,2005,49831,6.0,540,1800,Gasoline,Automatic,150000,4,4
Chevrolet,F-150,2017,109002,2.5,222,2822,Gasoline,Automatic,55891,4,8
BMW,Camry,2012,67084,6.0,530,3023,Gasoline,Automatic,150000,4,4
Chevrolet,Camry,2000,75363,1.0,51,4099,Electric,Automatic,8705,4,6
BMW,Tucson,2004,94715,4.0,337,3199,Gasoline,Automatic,113886,4,8
Chevrolet,Silverado,2020,96804,2.5,156,2964,Gasoline,Automatic,60501,4,4
Chevrolet,Altima,2006,94184,5.0,395,2935,Electric,Automatic,114892,4,8
Toyota,F-150,2017,89159,1.0,106,3044,Gasoline,Automatic,33525,2,6
Toyota,Silverado,2017,37483,2.5,193,2649,Gasoline,Automatic,65403,4,4
Ford,3 Series,2002,62866,6.0,517,2728,Gasoline,Automatic,105919,4,4
Honda,3 Series,2002,150090,1.0,124,2813,Hybrid,Automatic,23807,2,6
BMW,3 Series,2010,95215,1.5,145,3332,Hybrid,Automatic,72923,4,6
Toyota,Altima,2017,110458,1.0,79,3573,Hybrid,Automatic,44302,2,6
Chevrolet,Silverado,2004,82269,3.0,297,3287,Gasoline,Automatic,46876,4,6
Audi,C-Class,2016,44759,5.0,394,3500,Gasoline,Automatic,149325,4,4
BMW,Camry,2020,78729,1.5,122,2690,Hybrid,CVT,77323,4,6
Chevrolet,F-150,2012,54185,2.0,173,3234,Gasoline,Manual,45208,2,4
Audi,Altima,2019,114652,5.0,444,2376,Diesel,Manual,150000,4,6
Chevrolet,Altima,2015,125836,5.0,359,3606,Electric,Automatic,129061,4,6
Toyota,Golf,2000,136636,3.0,231,2513,Diesel,Automatic,42109,4,8
BMW,Silverado,2010,0,2.0,171,3066,Gasoline,CVT,98506,4,6
Volkswagen,Golf,2012,146457,1.5,167,4214,Gasoline,Automatic,30773,4,6
Ford,C-Class,2024,64804,5.0,358,2855,Gasoline,Automatic,103377,4,8
Honda,Civic,2000,84157,1.0,59,3535,Gasoline,Automatic,14075,4,4
Chevrolet,Silverado,2017,76673,2.0,151,3026,Gasoline,Manual,46769,4,6
Ford,Silverado,2010,122480,5.0,416,3388,Diesel,Automatic,93456,4,4
Chevrolet,F-150,2023,84909,5.0,411,3490,Gasoline,Manual,107143,4,4
Audi,Altima,2016,101835,2.0,208,3167,Gasoline,Automatic,84255,4,4
Audi,Civic,2006,18250,1.5,101,3369,Gasoline,Automatic,45337,4,4
Toyota,Civic,2001,93421,2.0,110,3246,Gasoline,Automatic,24843,4,4
Audi,F-150,2003,69450,2.0,160,3335,Gasoline,Manual,38188,4,6
Ford,Civic,2004,47775,5.0,411,2597,Gasoline,Automatic,98661,4,6
Toyota,Camry,2001,101947,3.0,229,1800,Gasoline,Automatic,49182,4,4
Hyundai,Tucson,2018,60095,6.0,483,3102,Gasoline,Automatic,118755,4,6
Audi,Silverado,2000,23495,1.5,134,1876,Diesel,Automatic,53418,4,6
BMW,Tucson,2005,85157,1.5,121,1800,Hybrid,Manual,43977,4,4
Nissan,Civic,2017,22906,1.5,78,3127,Diesel,Manual,42324,4,4
Hyundai,3 Series,2020,75311,1.0,139,2787,Gasoline,Manual,48252,4,6
Audi,Altima,2001,91629,4.0,368,3073,Gasoline,Automatic,104755,4,6
Hyundai,Golf,2020,126426,6.0,493,2040,Diesel,Automatic,116774,4,4
Honda,C-Class,2003,85409,2.0,130,2050,Hybrid,CVT,34968,4,4
Toyota,3 Series,2023,79260,2.0,120,3636,Diesel,Automatic,52941,4,4
Chevrolet,Camry,2007,49249,1.5,177,3204,Gasoline,Automatic,37120,4,4
Toyota,Altima,2013,166448,2.5,129,2631,Gasoline,Automatic,47480,4,8
Toyota,C-Class,2001,148105,5.0,429,2911,Gasoline,Manual,77456,4,4
Hyundai,C-Class,2019,69824,1.0,50,2764,Hybrid,Automatic,39725,4,6
BMW,3 Series,2005,79979,4.0,318,4677,Diesel,Automatic,119678,4,4
BMW,Civic,2003,65048,4.0,331,3332,Diesel,Manual,121268,4,4
Toyota,Altima,2021,1053,3.0,217,2798,Diesel,Automatic,109222,4,6
Nissan,3 Series,2018,30566,6.0,435,3501,Gasoline,Automatic,116926,4,6
Mercedes,Civic,2022,75409,6.0,505,2989,Hybrid,Manual,150000,2,6
Hyundai,A4,2016,38815,4.0,339,1800,Hybrid,Manual,100895,2,4
Audi,Tucson,2019,61603,6.0,444,2166,Gasoline,Automatic,150000,4,4
Ford,Tucson,2016,101578,1.5,140,2785,Gasoline,Automatic,35872,4,4
Hyundai,Civic,2021,46794,3.0,209,3223,Gasoline,CVT,62919,4,4
Chevrolet,F-150,2019,90287,5.0,436,3108,Gasoline,CVT,93017,4,6
Ford,3 Series,2021,4143,6.0,516,2864,Gasoline,Automatic,140397,4,4
Hyundai,Golf,2023,31275,5.0,406,3489,Gasoline,CVT,106301,2,8
Honda,3 Series,2012,57145,3.0,243,3991,Diesel,Automatic,82539,4,6
Audi,A4,2014,102972,4.0,357,3727,Gasoline,Manual,132766,4,4
Ford,Tucson,2020,87328,2.5,215,2289,Diesel,Manual,68256,4,4
Audi,3 Series,2006,144305,6.0,476,2787,Gasoline,Manual,150000,4,4
BMW,Altima,2021,28409,1.5,74,2620,Hybrid,Automatic,94865,4,4
Toyota,Camry,2019,51244,1.5,109,2755,Diesel,Automatic,56544,4,8
Toyota,Golf,2013,122043,2.0,197,3056,Gasoline,Automatic,53618,2,6
Audi,Silverado,2021,28645,6.0,500,2903,Hybrid,Automatic,150000,4,4
Mercedes,A4,2003,0,1.5,62,3975,Electric,Automatic,73264,4,6
Hyundai,Tucson,2008,66919,4.0,309,2437,Gasoline,Automatic,75304,4,6
Mercedes,A4,2012,98818,6.0,503,2047,Hybrid,Manual,150000,4,4
Volkswagen,Golf,2012,45208,5.0,374,3187,Gasoline,Automatic,108543,4,4
Audi,Tucson,2000,100272,6.0,496,2524,Gasoline,Automatic,150000,2,4
Hyundai,C-Class,2002,21242,2.0,201,3250,Gasoline,Automatic,45785,4,6
BMW,A4,2000,71179,6.0,446,2852,Diesel,Automatic,150000,4,4
Chevrolet,Altima,2002,113433,4.0,318,3442,Gasoline,Automatic,57228,2,6
BMW,A4,2022,49225,6.0,538,1800,Hybrid,Automatic,150000,4,4
Hyundai,3 Series,2022,113928,4.0,319,2720,Gasoline,Automatic,89440,4,4
Chevrolet,3 Series,2022,95297,6.0,474,2953,Hybrid,Automatic,134231,4,6
Toyota,Tucson,2010,112289,4.0,320,2126,Gasoline,Manual,77564,2,4
Nissan,Altima,2007,121657,1.5,147,3738,Gasoline,Automatic,22641,4,6
Toyota,Golf,2004,170139,2.5,207,3920,Gasoline,Automatic,38205,4,4
BMW,Civic,2020,106454,3.0,192,1800,Gasoline,Automatic,91622,4,4
Ford,F-150,2006,87906,4.0,314,2651,Gasoline,Automatic,77687,4,4
Mercedes,Silverado,2000,136851,6.0,520,2421,Diesel,Automatic,150000,4,4
Mercedes,Tucson,2009,7568,6.0,492,1800,Gasoline,Automatic,150000,4,6
Hyundai,Golf,2007,40469,3.0,260,2859,Gasoline,Automatic,64024,4,6
Audi,Camry,2003,111243,6.0,462,3452,Diesel,Automatic,150000,4,6
Toyota,Tucson,2009,84771,3.0,239,2750,Gasoline,Automatic,62489,4,4
Audi,Silverado,2012,132365,4.0,282,1800,Hybrid,Automatic,127522,4,4
Audi,C-Class,2003,77186,1.0,134,1800,Gasoline,Manual,35291,4,4
BMW,Altima,2003,173183,6.0,461,2850,Gasoline,CVT,135448,4,8
Audi,Civic,2010,130584,2.5,203,3590,Gasoline,Automatic,63067,4,4
Toyota,Civic,2006,72081,2.5,258,3910,Gasoline,CVT,52065,4,4
Hyundai,Tucson,2003,169451,2.0,159,2644,Hybrid,Automatic,19374,4,4
BMW,Altima,2011,132261,6.0,547,3637,Gasoline,Automatic,150000,4,8
Volkswagen,A4,2005,103684,1.0,75,3491,Hybrid,Automatic,22556,4,6
Ford,Golf,2011,158511,1.0,50,3133,Hybrid,Automatic,21706,2,4
Hyundai,Civic,2021,81876,1.5,94,2224,Gasoline,Manual,42913,4,8
Hyundai,3 Series,2016,106140,3.0,216,3497,Diesel,Manual,59417,4,6
BMW,Tucson,2003,39465,6.0,493,3139,Diesel,Manual,150000,2,6
Volkswagen,Altima,2012,3671,3.0,283,2202,Gasoline,Automatic,86252,4,6
Mercedes,Golf,2022,77844,5.0,372,2418,Hybrid,Manual,150000,4,4
Mercedes,A4,2002,121928,2.0,187,1800,Gasoline,Manual,67102,4,4
Toyota,F-150,2010,40136,4.0,260,3004,Gasoline,CVT,73086,4,4
BMW,C-Class,2004,121353,4.0,263,2184,Gasoline,Automatic,106190,4,6
Honda,3 Series,2016,52891,4.0,330,2347,Gasoline,Automatic,101196,2,6
BMW,C-Class,2010,125725,5.0,434,4345,Gasoline,Automatic,150000,4,4
Nissan,Tucson,2011,43122,6.0,467,3237,Diesel,Automatic,125708,4,6
Toyota,Altima,2015,81431,2.0,120,2765,Gasoline,Automatic,44695,4,4
Chevrolet,Civic,2012,95776,1.0,70,3484,Gasoline,Automatic,30198,4,8
Audi,3 Series,2005,0,1.0,146,3435,Hybrid,Automatic,70014,4,6
Hyundai,Silverado,2017,57772,4.0,318,2605,Gasoline,Automatic,77729,4,6
Toyota,Altima,2018,0,2.0,175,2680,Hybrid,CVT,82323,4,4
Hyundai,F-150,2003,103670,4.0,266,2672,Diesel,Automatic,64002,4,6
Volkswagen,3 Series,2009,150791,1.0,50,2667,Hybrid,Manual,12212,4,4
Hyundai,Silverado,2016,102527,5.0,413,4221,Hybrid,Automatic,104633,4,8
Chevrolet,Altima,2010,54491,1.5,127,3298,Diesel,Manual,39234,4,4
Volkswagen,Camry,2024,94239,6.0,463,3383,Gasoline,Manual,133740,4,6
Volkswagen,Tucson,2006,65927,1.0,114,3798,Gasoline,Automatic,27702,4,4
Nissan,A4,2014,100076,2.0,212,2254,Gasoline,Automatic,47544,4,4
Honda,Altima,2017,112441,6.0,451,3882,Gasoline,Automatic,122710,4,4
Audi,Silverado,2021,74881,2.5,166,1800,Diesel,CVT,101046,4,6
Nissan,Camry,2018,128923,5.0,429,2573,Gasoline,CVT,105986,4,6
Ford,Silverado,2021,79054,5.0,372,1800,Hybrid,Manual,122109,4,8
Ford,Civic,2010,75437,1.5,93,2685,Diesel,Automatic,25741,4,4
Mercedes,A4,2018,45200,5.0,437,2733,Gasoline,Automatic,150000,4,4
Audi,Tucson,2021,55892,1.0,70,1800,Gasoline,Automatic,70118,4,4
BMW,F-150,2015,130238,4.0,293,2651,Hybrid,Automatic,149100,4,4
Honda,C-Class,2009,75439,5.0,381,1800,Gasoline,Automatic,104119,4,6
Audi,Civic,2021,147237,4.0,325,2794,Diesel,Automatic,137231,4,4
Audi,F-150,2015,123628,2.0,186,2434,Hybrid,Automatic,80595,4,4
BMW,Silverado,2004,89306,2.0,211,3328,Gasoline,Automatic,73059,4,4
Audi,3 Series,2000,58043,3.0,310,2736,Gasoline,Automatic,84388,4,6
Ford,Civic,2016,122183,4.0,341,2669,Hybrid,Manual,98825,4,6
Hyundai,3 Series,2024,92629,1.0,55,2462,Gasoline,Automatic,43025,4,6
Chevrolet,Silverado,2008,60857,1.5,183,2899,Gasoline,Automatic,35728,4,4
Chevrolet,3 Series,2000,104165,2.0,191,2176,Gasoline,Manual,24196,4,4
Honda,Golf,2022,101279,1.5,97,3368,Gasoline,Manual,59983,4,8
Toyota,Camry,2004,75146,2.5,181,2659,Gasoline,Automatic,46897,4,4
Honda,Civic,2005,31519,6.0,478,3409,Gasoline,Automatic,128050,4,8
Mercedes,F-150,2005,44793,2.5,206,5036,Gasoline,Automatic,73650,4,4
Honda,Golf,2000,87553,5.0,407,4358,Diesel,Manual,88411,4,4
Audi,Camry,2024,63901,1.5,82,3012,Gasoline,Automatic,74827,4,6
Hyundai,Tucson,2013,71027,6.0,534,4326,Gasoline,Automatic,108032,4,8
BMW,Civic,2007,128652,2.0,188,3877,Gasoline,Automatic,65959,4,4
Ford,3 Series,2020,102898,3.0,187,3218,Gasoline,Manual,62104,4,4
Ford,F-150,2022,43207,2.0,180,2157,Gasoline,Automatic,73109,4,8
Honda,Golf,2020,66240,6.0,520,3811,Diesel,Automatic,146825,4,4
Chevrolet,Civic,2012,103358,1.0,114,2859,Diesel,Automatic,30378,4,4
Audi,Altima,2009,73713,2.0,162,3822,Hybrid,CVT,72249,4,6
BMW,A4,2017,37733,2.5,220,3499,Electric,Automatic,148788,4,4
Mercedes,Silverado,2021,109098,2.0,145,3576,Gasoline,Automatic,91234,4,4
Mercedes,Golf,2016,65222,6.0,426,3383,Electric,Manual,150000,4,4
Toyota,F-150,2013,26154,2.5,226,3986,Gasoline,Automatic,64260,4,4
Hyundai,C-Class,2002,124095,3.0,202,2752,Gasoline,CVT,35636,4,4
Chevrolet,Silverado,2013,162308,5.0,384,1829,Diesel,Automatic,94732,4,8
Audi,3 Series,2013,95190,1.5,132,3398,Diesel,Automatic,65843,4,4
Toyota,Golf,2011,79104,2.0,158,2716,Gasoline,Automatic,48093,4,6
Ford,A4,2007,104849,1.5,114,2137,Gasoline,CVT,21209,4,6
Honda,Civic,2017,106317,2.5,261,1800,Gasoline,Automatic,73942,4,4
Chevrolet,C-Class,2021,81649,1.0,50,3792,Gasoline,Manual,30583,4,6
Volkswagen,Golf,2017,75035,4.0,360,3071,Diesel,Automatic,118048,4,4
Hyundai,Altima,2014,73650,5.0,453,2630,Diesel,Automatic,103189,4,4
Nissan,C-Class,2010,61588,5.0,381,2900,Gasoline,Automatic,98288,4,4
Hyundai,C-Class,2020,92541,1.5,101,3631,Hybrid,Manual,39997,4,8
BMW,Civic,2000,159167,4.0,371,3927,Gasoline,Automatic,78083,4,4
Nissan,Silverado,2004,68795,3.0,264,2077,Diesel,Automatic,61556,4,6
Honda,Camry,2007,123007,2.5,240,2676,Diesel,Automatic,60390,4,4
Mercedes,C-Class,2023,0,1.5,115,3047,Gasoline,Automatic,121521,4,6
Chevrolet,A4,2001,67834,2.0,140,3957,Gasoline,Automatic,33600,4,8
Volkswagen,A4,2010,105257,4.0,329,2743,Gasoline,Automatic,84531,4,6
Ford,3 Series,2002,31483,6.0,508,2661,Gasoline,Manual,108007,4,4
Toyota,Tucson,2005,53239,6.0,484,3349,Gasoline,Automatic,122628,4,4
Mercedes,Altima,2015,110737,1.0,82,2491,Gasoline,Automatic,48481,4,6
Ford,Altima,2022,62782,5.0,355,1800,Hybrid,Manual,121958,4,4
Audi,Golf,2005,48133,3.0,252,2560,Diesel,Manual,95265,4,4
Hyundai,Tucson,2015,81153,6.0,422,3090,Gasoline,Manual,101358,4,8
Honda,Tucson,2012,56736,4.0,316,2105,Diesel,CVT,96029,4,6
Audi,F-150,2023,135888,2.0,153,1923,Gasoline,Automatic,91795,4,4
Honda,Golf,2021,39318,2.5,216,3044,Gasoline,Manual,86615,4,4
Chevrolet,Camry,2002,113708,2.0,177,2211,Gasoline,Automatic,35770,4,4
Hyundai,Civic,2020,79097,1.5,126,3959,Gasoline,Manual,48847,4,4
Volkswagen,Camry,2021,39812,2.0,127,2657,Hybrid,CVT,80600,4,4
Mercedes,F-150,2000,55390,1.5,116,2602,Diesel,Automatic,46428,4,6
BMW,Civic,2020,81045,4.0,317,1800,Diesel,Automatic,141136,4,4
Ford,Tucson,2015,104343,4.0,370,3873,Gasoline,Automatic,87930,4,6
Honda,Civic,2021,145133,1.5,138,2668,Hybrid,Automatic,54135,4,4
Honda,F-150,2008,95887,3.0,253,2981,Gasoline,Automatic,64584,4,4
Hyundai,Tucson,2010,58310,2.0,154,4180,Gasoline,Automatic,37541,4,4
Hyundai,Silverado,2007,27910,1.0,75,2788,Gasoline,Manual,26009,4,4
Ford,Tucson,2016,73340,3.0,258,3353,Gasoline,Automatic,63829,4,6
Chevrolet,Golf,2009,93364,1.5,108,1800,Gasoline,Automatic,31962,4,4
Nissan,Civic,2001,71070,6.0,492,4066,Hybrid,Manual,113929,4,4
Volkswagen,Civic,2024,134045,2.0,127,2842,Gasoline,Manual,58682,4,6
Mercedes,Camry,2023,66932,5.0,400,1993,Diesel,Manual,150000,2,4
Nissan,Golf,2017,110956,4.0,339,2899,Hybrid,Automatic,95279,4,6
BMW,3 Series,2022,61800,5.0,400,3462,Gasoline,Manual,150000,2,6
Chevrolet,F-150,2011,65001,5.0,425,3022,Gasoline,Automatic,91836,4,8
Mercedes,Altima,2006,83228,5.0,419,4097,Gasoline,Automatic,150000,4,8
Mercedes,3 Series,2010,139844,1.0,71,1996,Gasoline,CVT,42534,4,4
Audi,Camry,2019,36533,5.0,451,3305,Gasoline,Automatic,150000,4,4
Nissan,Camry,2015,88872,5.0,384,2489,Gasoline,Manual,98088,4,6
Chevrolet,Civic,2014,85654,1.5,101,3132,Gasoline,Automatic,37974,2,4
Toyota,Altima,2012,116868,1.5,107,2839,Diesel,CVT,30063,4,6
Nissan,Silverado,2017,62078,2.0,144,3080,Gasoline,Automatic,56808,4,8
BMW,Silverado,2007,116262,2.5,210,2741,Gasoline,Automatic,56880,4,4
Hyundai,3 Series,2015,129279,6.0,470,3531,Hybrid,Manual,114640,4,4
BMW,F-150,2004,67585,1.0,50,3214,Hybrid,Manual,23861,4,6
Nissan,Golf,2011,110467,2.5,247,4326,Hybrid,Automatic,57975,4,6
Volkswagen,Camry,2004,65039,2.0,136,2674,Gasoline,Automatic,45171,4,6
BMW,A4,2008,76619,3.0,221,2715,Hybrid,Automatic,103797,4,4
Mercedes,Camry,2018,138451,6.0,454,1889,Gasoline,CVT,150000,4,4
Nissan,A4,2002,34348,1.0,69,3657,Gasoline,Manual,19354,4,6
Ford,Civic,2016,93857,1.5,109,2885,Diesel,Manual,39172,2,4
Toyota,F-150,2014,111841,4.0,369,3311,Hybrid,Automatic,100852,4,4
Audi,Golf,2001,82844,2.0,184,2185,Gasoline,Automatic,63876,4,4
Chevrolet,A4,2001,15443,2.0,182,2918,Gasoline,Automatic,34188,4,6
Mercedes,Tucson,2021,91432,1.5,116,1800,Gasoline,Automatic,91997,4,4
Volkswagen,C-Class,2014,106829,1.0,98,3075,Gasoline,Automatic,30401,4,8
Audi,Golf,2000,32459,3.0,231,4506,Gasoline,Automatic,71315,4,4
BMW,A4,2008,110721,2.0,176,2188,Diesel,Automatic,60847,2,4
Hyundai,Golf,2023,2941,6.0,499,2460,Gasoline,Automatic,135399,4,4
Nissan,Silverado,2005,0,5.0,397,2783,Electric,Automatic,140023,4,4
Chevrolet,Civic,2014,79953,3.0,276,1800,Diesel,CVT,63867,4,8
Mercedes,A4,2021,120546,6.0,508,3210,Gasoline,Automatic,150000,4,4
Audi,Tucson,2002,63889,2.0,153,1800,Gasoline,Manual,69528,4,4
Volkswagen,3 Series,2012,78178,2.5,236,3620,Gasoline,Automatic,59801,4,6
Chevrolet,Golf,2015,77319,2.5,153,2286,Diesel,Automatic,52152,4,8
Mercedes,Silverado,2009,56950,3.0,208,3635,Gasoline,CVT,92784,4,4
Volkswagen,A4,2003,72848,1.0,50,2881,Gasoline,Manual,15703,4,4
Volkswagen,Civic,2001,58511,3.0,260,2756,Gasoline,Manual,63524,4,6
Audi,Altima,2006,95449,3.0,224,2956,Gasoline,Automatic,77380,4,4
Volkswagen,Golf,2021,10050,1.0,66,2937,Gasoline,Automatic,46541,4,4
Audi,A4,2007,61766,5.0,409,2198,Hybrid,Automatic,150000,4,4
Mercedes,A4,2008,89892,1.0,69,2714,Gasoline,Automatic,31012,4,6
Ford,Golf,2007,66137,4.0,350,2874,Gasoline,Automatic,80976,4,4
Chevrolet,C-Class,2004,66547,3.0,262,3550,Gasoline,Automatic,55646,4,8
BMW,Altima,2005,102531,2.0,190,3524,Gasoline,Automatic,58985,4,6
Audi,F-150,2013,80331,2.0,117,2702,Diesel,Automatic,72092,4,4
Hyundai,A4,2006,74681,2.5,169,3510,Gasoline,Automatic,37145,4,4
Toyota,Silverado,2015,82153,2.0,197,2357,Hybrid,CVT,77604,4,4
Honda,C-Class,2009,77910,6.0,521,2713,Gasoline,Automatic,127962,4,4
Nissan,A4,2005,89720,2.5,190,2736,Diesel,Automatic,41434,4,6
Mercedes,C-Class,2009,73552,1.5,85,3209,Diesel,Automatic,55912,4,4
Hyundai,A4,2013,34678,2.0,127,3997,Hybrid,Automatic,52118,4,6
Honda,3 Series,2022,138347,1.5,164,3498,Electric,Manual,80395,4,4
Ford,Civic,2024,67308,2.0,152,1907,Diesel,Manual,67135,4,6
Nissan,Golf,2006,78471,3.0,190,3277,Gasoline,Automatic,46721,4,4
Audi,Silverado,2005,60761,2.0,157,2853,Diesel,Automatic,62483,4,4
Audi,3 Series,2018,29451,5.0,389,1800,Electric,Manual,150000,4,4
BMW,Altima,2008,100951,5.0,386,3203,Diesel,Automatic,141805,4,4
Hyundai,A4,2023,140016,6.0,486,4246,Hybrid,Automatic,125602,4,6
Honda,C-Class,2023,104723,2.5,208,4048,Gasoline,Automatic,73565,4,6
Audi,A4,2021,65063,3.0,217,3197,Gasoline,Automatic,104170,4,4
Ford,Tucson,2010,48000,1.5,116,2357,Hybrid,Automatic,39889,4,6
Hyundai,Civic,2011,76678,3.0,233,3303,Gasoline,Manual,51582,4,4
Audi,Altima,2003,63697,4.0,359,3052,Hybrid,Automatic,126155,4,6
Mercedes,Civic,2015,78286,2.5,169,3314,Gasoline,Automatic,91817,4,6
BMW,A4,2008,40415,1.5,137,1800,Gasoline,Manual,66266,4,8
Audi,F-150,2004,113242,6.0,473,3388,Gasoline,Automatic,150000,4,4
Nissan,A4,2004,149610,2.0,184,4686,Diesel,Manual,35349,4,6
Toyota,Camry,2023,91866,6.0,503,3324,Diesel,Manual,135644,4,4
BMW,3 Series,2005,106084,4.0,282,2020,Gasoline,Automatic,109994,4,4
BMW,Golf,2006,12001,1.5,116,4193,Gasoline,Automatic,75751,4,4
Volkswagen,Civic,2001,106585,1.5,111,2435,Gasoline,Manual,18141,4,6
BMW,Camry,2016,37332,5.0,434,2813,Gasoline,Automatic,150000,4,6
Audi,Golf,2001,0,6.0,436,3934,Gasoline,Manual,150000,4,6
Honda,Silverado,2001,111655,6.0,467,3928,Diesel,Manual,104708,4,6
Mercedes,F-150,2008,87641,2.5,153,3489,Gasoline,Automatic,84820,4,4
Mercedes,3 Series,2011,112388,2.5,195,2648,Gasoline,Manual,85443,4,4
Volkswagen,Silverado,2013,58037,5.0,410,3431,Hybrid,Manual,124250,4,4
Ford,C-Class,2009,40648,3.0,234,2898,Gasoline,Automatic,61571,4,8
BMW,Silverado,2002,65097,1.5,92,3203,Gasoline,Automatic,39582,2,4
