Make,Model,Year,Mileage,Engine_Size_L,Horsepower,Weight_lbs,Fuel_Type,Transmission,Doors,Cylinders,Price
BMW,X3,2020,69233,3.5,196,4037,Hybrid,Automatic,4,6,91631
Chevrolet,Malibu,2014,72047,1.5,221,4853,Gasoline,Manual,4,6,46703
Hyundai,Santa Fe,2024,29619,1.5,93,2237,Gasoline,Automatic,4,6,62596
Mercedes,GLE,2014,70074,5.0,373,2501,Diesel,Automatic,4,4,86713
Honda,Pilot,2005,79271,5.0,355,3838,Hybrid,CVT,4,6,63466
Honda,CR-V,2016,138690,5.0,355,4625,Hybrid,Automatic,4,4,81528
Hyundai,Elantra,2023,34739,3.5,278,3538,Electric,Automatic,4,4,93567
BMW,X5,2022,88206,1.5,190,2862,Electric,Manual,2,6,72261
Ford,Ranger,2019,76165,1.5,115,4523,Gasoline,Automatic,2,4,49956
Ford,Explorer,2007,112457,4.0,292,3677,Gasoline,Automatic,4,4,46642
Nissan,Altima,2019,60038,5.0,371,3057,Gasoline,Automatic,4,4,80273
Honda,Civic,2008,87895,6.0,371,5132,Gasoline,Automatic,2,4,75620
Ford,Ranger,2015,50271,5.0,371,3607,Gasoline,Automatic,4,6,80145
Audi,Q5,2010,49808,6.0,447,3075,Gasoline,Automatic,4,4,100761
Nissan,Rogue,2008,138512,4.0,319,4472,Gasoline,Manual,2,6,46117
Hyundai,Tucson,2018,13229,5.0,356,3262,Gasoline,Automatic,4,4,78059
BMW,X3,2016,43540,4.0,274,3378,Diesel,CVT,4,6,83779
Chevrolet,Equinox,2018,61241,6.0,407,2459,Gasoline,CVT,4,4,94118
Toyota,Camry,2018,37739,5.0,379,2266,Diesel,Automatic,4,4,88249
Hyundai,Elantra,2009,57124,1.5,126,3028,Gasoline,Automatic,4,6,38487
Honda,HR-V,2014,46231,5.0,331,3711,Gasoline,CVT,4,4,76144
Honda,Accord,2013,73917,2.5,208,4116,Gasoline,Automatic,4,4,48730
Nissan,Rogue,2014,100,1.5,106,4512,Electric,Automatic,4,6,55703
Chevrolet,Tahoe,2012,116578,1.5,131,3429,Gasoline,Automatic,2,6,37991
Toyota,RAV4,2021,43237,2.0,134,2583,Gasoline,CVT,2,4,53824
Mercedes,GLE,2007,22889,5.0,318,3213,Hybrid,Automatic,4,4,85071
Honda,Civic,2007,127430,3.0,208,4500,Gasoline,Automatic,4,8,37002
Toyota,Highlander,2013,33729,3.0,200,3684,Hybrid,Automatic,4,4,63576
Volkswagen,Tiguan,2017,67963,2.0,207,4780,Gasoline,Automatic,4,6,50766
Toyota,Camry,2017,58983,5.0,321,3356,Gasoline,Automatic,4,4,83096
Nissan,Sentra,2014,61997,3.0,205,2933,Gasoline,Automatic,4,4,58596
Volkswagen,Atlas,2011,89891,1.5,150,3802,Electric,Automatic,4,6,37722
Honda,Civic,2016,100,3.5,279,4743,Hybrid,Automatic,4,6,70070
Nissan,Rogue,2023,106625,4.0,244,2300,Gasoline,Automatic,4,8,73945
Volkswagen,Jetta,2008,81716,6.0,373,3783,Electric,Manual,4,4,70496
Toyota,Camry,2008,58088,4.0,280,2769,Gasoline,Automatic,4,4,48032
BMW,5 Series,2019,27427,2.0,139,3616,Gasoline,Automatic,4,4,64891
Ford,Ranger,2007,37564,1.5,134,4122,Gasoline,Automatic,4,8,26257
Hyundai,Elantra,2023,50084,2.5,196,3027,Diesel,Automatic,4,4,70803
Volkswagen,Jetta,2014,58035,2.5,135,3799,Gasoline,Automatic,4,4,55094
Ford,Mustang,2006,96586,4.0,338,4332,Gasoline,Automatic,4,6,48976
Chevrolet,Malibu,2006,694,5.0,334,3430,Hybrid,Manual,2,4,75982
Nissan,Altima,2013,39045,1.5,240,3920,Gasoline,Automatic,4,4,47669
Mercedes,GLC,2022,79151,2.0,141,2574,Hybrid,Manual,4,4,84066
Volkswagen,Golf,2009,100,4.0,376,3258,Electric,Automatic,4,4,78332
Volkswagen,Atlas,2022,62876,3.0,236,2548,Gasoline,CVT,4,4,72615
Mercedes,GLC,2016,82912,4.0,197,3310,Diesel,Automatic,4,4,71166
Honda,Pilot,2007,86078,4.0,369,2947,Gasoline,CVT,4,4,53709
Mercedes,GLE,2015,92874,3.0,174,2865,Gasoline,Manual,4,4,67590
Volkswagen,Golf,2013,110986,2.0,187,3562,Hybrid,Automatic,4,4,50728
Honda,Accord,2011,158633,4.0,289,2525,Gasoline,Automatic,4,6,58589
BMW,X3,2016,42521,3.0,274,3633,Electric,Automatic,4,4,81118
Ford,Mustang,2024,26823,1.5,70,3307,Hybrid,Automatic,4,4,67416
Chevrolet,Malibu,2015,98903,6.0,378,3449,Gasoline,Automatic,4,4,89054
Mercedes,GLC,2020,8892,5.0,337,3942,Hybrid,Manual,4,6,112000
Ford,Mustang,2024,48006,5.0,353,2019,Gasoline,Automatic,4,4,94052
Mercedes,GLE,2022,34394,3.0,242,5532,Gasoline,Automatic,4,4,91272
Chevrolet,Malibu,2023,80686,2.0,154,4178,Gasoline,Automatic,2,4,57326
Chevrolet,Tahoe,2014,120279,5.0,343,3275,Gasoline,Automatic,4,6,65807
Nissan,Rogue,2009,71004,3.5,300,3592,Gasoline,Automatic,4,6,56920
Hyundai,Elantra,2009,20497,4.0,336,4865,Gasoline,CVT,4,6,62211
Mercedes,C-Class,2008,56126,1.5,120,3067,Diesel,Automatic,2,6,41072
BMW,X5,2023,101902,4.0,223,5081,Diesel,Automatic,4,6,89176
Volkswagen,Golf,2023,73555,3.0,232,3384,Gasoline,Manual,4,4,68165
Chevrolet,Malibu,2012,90806,1.5,95,3501,Electric,CVT,4,6,47860
Honda,Civic,2022,58764,5.0,372,3319,Gasoline,Automatic,4,6,95498
Toyota,4Runner,2013,48247,6.0,340,5115,Gasoline,Automatic,4,4,81762
BMW,X3,2006,20390,5.0,291,4211,Hybrid,Automatic,4,8,84260
Chevrolet,Silverado,2009,136615,2.0,190,2916,Gasoline,Automatic,4,4,35383
BMW,5 Series,2006,36139,6.0,424,3512,Gasoline,Automatic,4,6,78229
Honda,CR-V,2015,20770,2.0,162,4683,Gasoline,Automatic,4,6,51207
Audi,A4,2013,76439,2.5,281,4343,Hybrid,CVT,4,4,69988
Ford,Escape,2005,26220,6.0,362,3693,Diesel,CVT,4,6,65421
Hyundai,Santa Fe,2024,119562,3.0,244,4264,Diesel,Automatic,4,8,63965
Honda,Civic,2020,101675,3.0,205,3313,Hybrid,Automatic,4,4,68543
Volkswagen,Jetta,2013,63713,2.5,223,3014,Gasoline,Automatic,4,4,51913
Mercedes,GLC,2019,35393,3.0,198,3450,Gasoline,Automatic,4,4,80730
Chevrolet,Malibu,2008,78866,5.0,348,2676,Gasoline,Automatic,4,6,59693
Volkswagen,Tiguan,2024,20528,1.5,155,2549,Gasoline,CVT,4,4,65733
Hyundai,Sonata,2023,77167,3.5,241,3344,Gasoline,Automatic,4,4,65353
Audi,A4,2017,55788,1.5,148,3341,Gasoline,Automatic,4,4,63701
Audi,Q7,2013,34493,3.0,227,3945,Hybrid,Automatic,4,4,85181
Mercedes,E-Class,2006,85316,2.5,165,2893,Gasoline,Automatic,2,4,41428
Honda,Pilot,2023,108757,2.5,152,3095,Gasoline,CVT,4,8,60285
BMW,5 Series,2019,98064,3.0,183,3236,Gasoline,Automatic,4,6,71147
Volkswagen,Tiguan,2009,23148,6.0,368,4341,Gasoline,Automatic,4,6,76848
Volkswagen,Golf,2005,70729,2.0,159,3342,Gasoline,Automatic,4,4,23717
Chevrolet,Tahoe,2023,80637,6.0,381,2401,Gasoline,Automatic,4,4,93545
Chevrolet,Tahoe,2021,31941,2.5,205,3917,Diesel,Automatic,4,4,70357
BMW,3 Series,2011,57258,1.5,204,3080,Gasoline,Automatic,2,4,45606
BMW,5 Series,2021,112594,2.0,159,4919,Gasoline,Automatic,4,4,63514
Hyundai,Sonata,2021,30882,1.5,85,4282,Gasoline,Automatic,4,4,53871
Mercedes,C-Class,2011,63559,2.5,232,3261,Gasoline,CVT,4,4,63092
Ford,Ranger,2022,60093,5.0,353,2478,Gasoline,Automatic,4,8,90071
Hyundai,Sonata,2014,59733,5.0,368,1694,Hybrid,Automatic,4,6,90795
Mercedes,GLC,2017,61943,4.0,294,3533,Gasoline,Automatic,4,4,86761
Audi,A4,2016,45184,3.5,270,3550,Gasoline,Automatic,2,6,72552
Audi,Q7,2012,75836,2.5,192,4079,Gasoline,Manual,4,4,61323
Audi,Q5,2019,12666,1.5,116,3634,Gasoline,Manual,4,6,71262
Chevrolet,Silverado,2010,89716,6.0,457,3484,Diesel,Automatic,4,4,84843
Volkswagen,Tiguan,2011,51693,2.5,153,3438,Hybrid,Manual,4,6,49845
Chevrolet,Equinox,2013,62530,5.0,364,3203,Hybrid,Automatic,4,4,82774
Ford,Mustang,2005,98625,2.5,203,2894,Hybrid,Manual,4,4,45695
Chevrolet,Tahoe,2012,54441,4.0,229,3389,Diesel,Automatic,4,4,56146
Hyundai,Santa Fe,2005,115661,6.0,471,3290,Hybrid,Automatic,4,4,73761
Audi,Q5,2014,64750,2.5,220,2901,Gasoline,Automatic,4,4,57875
Audi,A4,2014,90941,5.0,286,4263,Hybrid,Automatic,4,4,88189
Honda,Civic,2018,125905,4.0,274,3963,Hybrid,CVT,4,4,73060
Nissan,Rogue,2010,54824,2.0,196,3548,Hybrid,Automatic,4,4,51719
Chevrolet,Equinox,2010,95362,2.0,206,4095,Gasoline,Automatic,4,8,31373
Audi,A4,2018,55912,4.0,237,4228,Gasoline,Automatic,4,4,84519
Hyundai,Santa Fe,2021,57276,1.5,70,3393,Gasoline,Automatic,4,8,53255
BMW,3 Series,2012,77418,2.0,128,3024,Gasoline,Automatic,4,4,45535
Chevrolet,Silverado,2020,63894,3.5,227,3575,Gasoline,CVT,4,4,61221
Honda,Accord,2006,80303,4.0,284,2687,Gasoline,Automatic,4,4,46069
BMW,X3,2012,110760,4.0,286,3820,Gasoline,Automatic,4,4,68159
BMW,5 Series,2011,106810,1.5,92,4601,Electric,Automatic,4,6,53297
Hyundai,Santa Fe,2006,78255,5.0,334,3510,Gasoline,Automatic,4,4,56470
Chevrolet,Tahoe,2006,116089,5.0,345,2425,Hybrid,Automatic,4,6,61815
Chevrolet,Equinox,2009,62987,6.0,439,3427,Diesel,Automatic,4,4,74055
Hyundai,Sonata,2009,57648,4.0,338,4424,Diesel,Automatic,4,4,60592
BMW,3 Series,2013,117590,5.0,297,3623,Gasoline,Manual,4,8,72729
Mercedes,C-Class,2023,70461,1.5,131,3130,Diesel,CVT,2,4,73638
Hyundai,Sonata,2016,89288,3.0,248,3681,Gasoline,CVT,4,6,58410
Honda,Accord,2007,100,1.5,150,4131,Electric,CVT,4,6,49060
Audi,A4,2013,81024,6.0,444,3267,Gasoline,Automatic,2,4,95100
BMW,X5,2012,100,2.5,196,3473,Hybrid,Automatic,4,6,69838
Ford,Escape,2022,44794,3.0,190,3526,Gasoline,Automatic,2,4,72898
Audi,A6,2017,40723,3.5,280,3499,Electric,Automatic,4,4,83382
Toyota,Corolla,2009,71030,6.0,440,2844,Gasoline,CVT,4,6,76317
Mercedes,C-Class,2013,56363,2.5,203,4112,Hybrid,Automatic,4,8,75425
Honda,Accord,2014,51250,6.0,438,3554,Hybrid,Automatic,4,4,91409
Ford,F-150,2007,76159,2.5,193,4352,Gasoline,Automatic,4,4,40862
Nissan,Sentra,2012,74147,1.5,99,4338,Gasoline,Automatic,4,4,32392
Mercedes,GLC,2010,86170,5.0,301,3560,Gasoline,Automatic,4,4,70887
Hyundai,Elantra,2007,16571,1.5,70,3261,Gasoline,Automatic,4,6,29550
Honda,Civic,2017,51867,2.5,186,3329,Gasoline,CVT,4,4,51988
Ford,Mustang,2011,71520,5.0,302,3258,Gasoline,Automatic,4,4,64504
Volkswagen,Jetta,2011,53850,2.0,151,3835,Gasoline,Manual,4,6,38043
Audi,Q5,2024,86938,1.5,127,3614,Diesel,Automatic,4,6,65672
Ford,Explorer,2016,99114,3.0,241,4141,Gasoline,CVT,4,6,56785
Audi,A6,2016,60764,2.0,257,3042,Diesel,Manual,4,4,72521
Chevrolet,Equinox,2014,71726,2.5,221,4648,Gasoline,Automatic,4,6,53101
Chevrolet,Tahoe,2019,8018,3.5,239,2937,Gasoline,Automatic,4,4,74516
BMW,X5,2017,55466,4.0,296,3525,Gasoline,Automatic,4,4,84058
Toyota,Corolla,2007,46956,2.0,199,4398,Gasoline,Automatic,4,4,33222
Nissan,Sentra,2016,103108,5.0,391,3939,Gasoline,Automatic,2,4,73988
Honda,HR-V,2023,100,3.0,309,2088,Gasoline,Automatic,4,8,84748
Audi,A6,2008,23244,2.0,188,3746,Gasoline,Automatic,4,4,53990
Chevrolet,Equinox,2014,98226,5.0,386,3478,Gasoline,CVT,4,6,75740
Ford,Mustang,2019,38136,6.0,411,2655,Gasoline,Automatic,2,6,94852
Honda,Civic,2011,108179,5.0,324,3248,Gasoline,Automatic,4,6,59283
Toyota,Tacoma,2010,60290,5.0,328,3480,Gasoline,Automatic,4,8,71131
Mercedes,GLE,2015,86667,3.0,310,3791,Gasoline,Automatic,4,6,70225
Honda,Accord,2019,88869,4.0,366,3452,Hybrid,Automatic,4,4,78214
Honda,Civic,2012,107445,3.0,204,3810,Hybrid,Automatic,4,4,58587
Volkswagen,Tiguan,2017,46693,2.0,179,3017,Gasoline,Automatic,4,4,50124
Toyota,RAV4,2011,37255,4.0,392,4134,Hybrid,Automatic,4,4,75603
Ford,Explorer,2016,65831,4.0,312,3587,Gasoline,Automatic,4,4,71812
Hyundai,Elantra,2012,100,5.0,401,2639,Gasoline,Automatic,4,4,80059
Volkswagen,Atlas,2024,51869,4.0,236,3328,Gasoline,Automatic,2,8,83956
Toyota,Tacoma,2008,66136,2.0,161,3933,Gasoline,CVT,4,4,35018
BMW,X3,2022,32345,2.0,137,3776,Gasoline,Automatic,4,6,79450
Nissan,Pathfinder,2014,46322,2.5,183,3813,Gasoline,Automatic,4,4,53660
Ford,F-150,2009,66488,4.0,285,2772,Hybrid,Automatic,4,6,58827
Audi,Q5,2023,56686,5.0,370,4945,Gasoline,Automatic,4,8,103492
Mercedes,GLC,2019,46422,6.0,383,2574,Gasoline,Automatic,2,4,104932
Toyota,Camry,2021,131199,1.5,210,3401,Gasoline,Automatic,4,6,46428
Audi,A4,2010,156960,4.0,316,3349,Hybrid,Automatic,4,6,75582
Honda,HR-V,2007,89704,6.0,397,3783,Gasoline,Automatic,4,6,65927
Toyota,4Runner,2005,100381,3.5,234,3626,Gasoline,CVT,4,4,41448
Honda,Pilot,2009,80360,1.5,95,4573,Gasoline,Automatic,4,4,35590
Hyundai,Tucson,2023,60287,1.5,100,4156,Gasoline,Automatic,2,4,60041
Hyundai,Elantra,2017,62421,1.5,89,3806,Gasoline,Automatic,4,6,45136
Audi,Q7,2020,47475,4.0,223,4010,Gasoline,Automatic,4,4,78709
Chevrolet,Silverado,2018,78549,2.5,232,3062,Hybrid,Automatic,4,4,63378
Hyundai,Santa Fe,2018,42929,6.0,495,4631,Hybrid,Automatic,4,4,107379
BMW,3 Series,2016,35841,3.5,283,3020,Hybrid,Automatic,2,4,90534
Ford,F-150,2008,61858,3.5,256,3163,Gasoline,Automatic,4,4,50084
Ford,F-150,2018,52204,3.5,240,3880,Electric,Automatic,4,4,74081
BMW,3 Series,2013,87960,2.0,223,2228,Hybrid,Automatic,4,4,68302
Toyota,Tacoma,2021,43288,3.0,261,3327,Hybrid,Automatic,4,4,73652
Volkswagen,Golf,2010,60293,5.0,383,3530,Gasoline,CVT,4,6,67936
Volkswagen,Tiguan,2010,100667,2.0,199,4262,Hybrid,Automatic,4,4,42720
Hyundai,Santa Fe,2019,64319,2.5,188,3693,Gasoline,CVT,4,6,69194
Volkswagen,Atlas,2005,23004,2.0,171,2690,Diesel,Automatic,4,6,37315
Honda,Civic,2013,106610,2.0,269,4249,Gasoline,Automatic,4,4,47417
BMW,3 Series,2023,11035,2.0,77,3998,Diesel,Automatic,4,6,67826
Ford,Ranger,2016,79277,6.0,435,3455,Hybrid,Automatic,4,4,94674
Honda,Pilot,2008,103964,3.5,222,1892,Gasoline,Automatic,4,4,47896
BMW,3 Series,2021,100,2.0,197,3530,Gasoline,Automatic,4,4,82537
Volkswagen,Jetta,2011,130820,1.5,134,3289,Gasoline,Automatic,4,4,28056
Toyota,4Runner,2014,47495,2.0,196,3047,Gasoline,Automatic,4,4,47245
Chevrolet,Malibu,2019,57348,1.5,133,3507,Gasoline,Automatic,4,4,45077
Chevrolet,Silverado,2007,109938,5.0,357,3189,Hybrid,Automatic,4,4,67143
Chevrolet,Malibu,2018,86387,6.0,473,3919,Gasoline,Automatic,4,4,90128
BMW,X3,2009,9065,1.5,102,3147,Electric,CVT,4,8,57158
Chevrolet,Silverado,2018,81407,3.0,258,4389,Hybrid,Manual,2,4,72973
Hyundai,Tucson,2020,57032,5.0,371,4344,Hybrid,CVT,4,6,97188
Toyota,4Runner,2024,92208,3.5,205,3376,Gasoline,Automatic,4,4,72847
Ford,Ranger,2010,78185,2.5,227,2131,Electric,Automatic,4,8,54067
Toyota,Highlander,2014,43986,3.5,226,4969,Electric,Automatic,4,4,63336
Ford,Explorer,2022,84312,2.5,194,3246,Electric,Automatic,4,4,66116
Hyundai,Tucson,2021,58699,6.0,457,4215,Gasoline,Automatic,4,8,102982
Volkswagen,Jetta,2015,105071,5.0,345,2849,Gasoline,Automatic,4,4,67964
Nissan,Pathfinder,2016,121466,1.5,93,3387,Gasoline,Automatic,4,4,38092
BMW,X3,2015,62403,3.0,175,3849,Gasoline,Automatic,4,6,65457
Chevrolet,Equinox,2024,132215,2.0,83,3373,Hybrid,Automatic,2,4,65093
Toyota,Corolla,2007,41310,4.0,289,3811,Hybrid,Automatic,4,4,56500
Chevrolet,Equinox,2013,93880,4.0,329,3519,Gasoline,Automatic,2,4,60131
Ford,Mustang,2008,59770,1.5,147,2860,Hybrid,Automatic,2,4,39690
Honda,CR-V,2023,16162,6.0,453,2796,Gasoline,Automatic,4,4,106048
Audi,Q5,2012,73702,3.0,287,3574,Hybrid,Automatic,4,4,65366
Honda,CR-V,2014,136548,3.0,224,3063,Gasoline,Automatic,4,4,51803
Volkswagen,Jetta,2020,25493,6.0,446,4380,Gasoline,Automatic,4,4,100279
BMW,3 Series,2014,74266,3.5,266,4088,Gasoline,Automatic,4,4,72106
Mercedes,GLC,2024,75384,6.0,432,3379,Hybrid,Automatic,4,4,126451
Hyundai,Tucson,2020,121090,1.5,70,2597,Hybrid,Automatic,4,4,46374
Volkswagen,Jetta,2011,62663,2.0,127,3459,Diesel,Automatic,2,4,43246
Honda,Pilot,2011,93621,5.0,357,4381,Hybrid,Automatic,2,4,75077
Nissan,Rogue,2007,22908,6.0,447,3548,Gasoline,Automatic,4,6,73451
Mercedes,E-Class,2019,83921,2.5,199,2799,Gasoline,Automatic,2,4,75300
Toyota,Camry,2006,95304,3.5,225,2847,Gasoline,Automatic,4,6,36606
Hyundai,Sonata,2011,34256,4.0,245,4419,Gasoline,CVT,4,4,61188
Chevrolet,Silverado,2016,113439,5.0,377,3395,Gasoline,Automatic,4,8,81710
Mercedes,C-Class,2021,56391,3.0,170,3156,Gasoline,Automatic,4,6,81400
Hyundai,Santa Fe,2008,32469,5.0,343,3142,Gasoline,CVT,4,4,63993
Toyota,4Runner,2013,47882,2.0,131,2969,Gasoline,CVT,2,4,42124
Ford,F-150,2019,38881,4.0,249,3314,Gasoline,Automatic,4,6,72609
Nissan,Pathfinder,2011,78994,3.0,177,3377,Gasoline,Automatic,4,6,48496
Mercedes,E-Class,2009,92826,6.0,483,5075,Electric,Automatic,4,8,94578
Hyundai,Santa Fe,2009,117965,2.5,202,4394,Gasoline,Automatic,2,4,42068
Chevrolet,Malibu,2007,28785,4.0,240,3362,Gasoline,Automatic,4,4,52305
Volkswagen,Golf,2008,69975,6.0,446,3826,Gasoline,CVT,4,4,68023
Nissan,Sentra,2009,63882,4.0,256,3464,Gasoline,Automatic,4,4,54599
Volkswagen,Jetta,2006,46129,2.0,208,3727,Gasoline,Automatic,4,4,37470
Toyota,4Runner,2015,34595,5.0,279,4315,Hybrid,Automatic,4,4,82115
Toyota,Tacoma,2011,98374,1.5,148,4628,Gasoline,Automatic,4,4,37748
Nissan,Pathfinder,2017,63511,3.0,251,4277,Gasoline,Automatic,4,8,61062
Volkswagen,Tiguan,2008,43134,3.5,324,1741,Gasoline,CVT,4,4,49262
Hyundai,Santa Fe,2006,106561,1.5,157,3627,Gasoline,Automatic,2,6,27022
Toyota,RAV4,2011,56407,6.0,407,3778,Gasoline,Automatic,4,4,80263
Volkswagen,Atlas,2016,60724,4.0,208,2914,Diesel,Automatic,2,4,62020
Honda,Civic,2009,125116,6.0,472,2782,Diesel,Automatic,4,6,69958
Mercedes,E-Class,2019,67629,1.5,123,3367,Gasoline,Automatic,2,6,67462
Toyota,Highlander,2018,65925,6.0,465,5041,Electric,Manual,4,8,97986
Ford,F-150,2011,113078,4.0,347,3748,Gasoline,Automatic,4,4,65258
Mercedes,E-Class,2014,139429,1.5,157,3491,Gasoline,Automatic,4,8,41911
Nissan,Pathfinder,2011,94547,2.0,131,3627,Gasoline,Automatic,4,6,31135
Honda,Civic,2010,51672,5.0,406,3733,Gasoline,CVT,2,6,72605
Volkswagen,Jetta,2008,63551,4.0,267,3800,Hybrid,Automatic,4,6,71722
Toyota,Camry,2010,52070,4.0,298,3629,Hybrid,Automatic,4,4,70423
Audi,A4,2008,68662,1.5,85,3728,Gasoline,Automatic,2,4,37308
Hyundai,Santa Fe,2011,91214,2.5,183,3009,Gasoline,Automatic,4,4,45032
Volkswagen,Jetta,2005,44320,5.0,361,2580,Gasoline,Automatic,2,4,60652
Nissan,Sentra,2020,58289,2.5,249,3586,Gasoline,Automatic,4,4,65650
Volkswagen,Atlas,2015,91180,2.0,136,3974,Hybrid,Automatic,4,6,48723
Toyota,4Runner,2014,86028,1.5,90,4656,Hybrid,Automatic,4,4,47971
Nissan,Sentra,2023,128265,5.0,406,4043,Electric,Automatic,2,4,103781
Volkswagen,Atlas,2005,283,5.0,401,3791,Hybrid,Automatic,4,6,79545
Nissan,Altima,2016,47815,6.0,412,3571,Diesel,Automatic,4,4,94207
Volkswagen,Atlas,2005,74202,1.5,161,4330,Gasoline,Automatic,4,4,29520
Chevrolet,Silverado,2018,65374,5.0,286,4283,Gasoline,CVT,4,6,78440
Honda,Civic,2009,29457,2.0,134,1978,Hybrid,Automatic,4,4,42936
Audi,Q5,2015,84700,3.0,232,4324,Electric,CVT,4,4,83133
Mercedes,GLC,2024,128445,3.5,273,3593,Hybrid,Automatic,4,6,100561
BMW,X5,2005,88334,2.5,202,2880,Diesel,Automatic,4,8,46600
Chevrolet,Equinox,2008,72260,5.0,274,3965,Gasoline,Automatic,4,6,65169
Honda,Pilot,2012,127105,5.0,379,2814,Gasoline,Automatic,4,4,65864
Audi,A6,2015,34780,6.0,406,4010,Gasoline,Automatic,4,4,95545
Honda,CR-V,2024,78025,4.0,358,3723,Gasoline,Automatic,4,4,85559
BMW,X5,2006,71838,2.0,145,3007,Diesel,Automatic,4,4,47854
Nissan,Pathfinder,2016,75694,6.0,396,3028,Gasoline,Automatic,4,6,87021
Ford,Ranger,2013,63493,1.5,180,4458,Gasoline,Manual,4,4,38555
BMW,5 Series,2007,112035,4.0,381,3168,Hybrid,Manual,4,4,70360
Ford,Mustang,2020,118384,4.0,308,3883,Gasoline,CVT,4,4,73243
Toyota,Tacoma,2005,59491,6.0,410,3401,Gasoline,Automatic,4,4,69691
Mercedes,E-Class,2005,93507,1.5,131,3269,Gasoline,Automatic,2,4,38382
Chevrolet,Silverado,2018,45649,5.0,448,3546,Gasoline,Automatic,4,8,81604
BMW,5 Series,2016,24981,2.0,185,3363,Gasoline,Automatic,4,4,65701
Volkswagen,Golf,2014,92338,5.0,372,3498,Gasoline,Automatic,4,4,70203
Audi,A6,2008,49422,6.0,425,4608,Gasoline,Automatic,4,6,91852
Chevrolet,Equinox,2012,15178,6.0,422,4209,Gasoline,Automatic,4,8,83762
Chevrolet,Silverado,2018,75238,2.0,175,4114,Gasoline,Manual,4,4,52166
Hyundai,Santa Fe,2016,61522,5.0,383,3928,Diesel,Automatic,4,4,73839
Mercedes,GLE,2017,72693,1.5,70,2943,Gasoline,Automatic,2,4,53331
Honda,HR-V,2021,55227,3.0,226,3605,Gasoline,Automatic,2,6,70128
Chevrolet,Equinox,2019,24239,2.5,200,3098,Diesel,CVT,4,6,63546
Volkswagen,Jetta,2007,78569,1.5,178,3716,Gasoline,Automatic,4,4,27859
Audi,A6,2010,32789,6.0,412,3680,Hybrid,Automatic,4,6,102967
Audi,Q5,2015,56551,4.0,310,5218,Diesel,CVT,4,6,76307
Chevrolet,Tahoe,2010,67399,4.0,329,3181,Gasoline,Manual,4,4,56070
BMW,X5,2019,32033,2.5,156,3959,Gasoline,Automatic,4,8,76619
Ford,F-150,2015,67986,3.0,254,3419,Gasoline,Automatic,2,4,54255
Nissan,Pathfinder,2022,72441,6.0,396,3802,Diesel,Automatic,4,4,97161
Hyundai,Sonata,2006,33626,1.5,108,2619,Gasoline,Automatic,4,4,26007
Toyota,4Runner,2015,34902,1.5,145,3339,Hybrid,Automatic,4,4,55799
Ford,Escape,2010,51590,2.0,146,3738,Diesel,Automatic,2,6,34586
BMW,X3,2024,102861,6.0,465,3340,Gasoline,Automatic,4,4,112810
Toyota,RAV4,2016,66726,3.5,243,3699,Gasoline,CVT,4,4,61982
Mercedes,GLC,2020,4231,1.5,164,2936,Gasoline,Automatic,4,4,74883
Volkswagen,Jetta,2020,55021,3.5,306,3392,Hybrid,Automatic,4,4,73511
BMW,5 Series,2011,88093,2.0,211,4282,Gasoline,Automatic,4,6,52506
Audi,A6,2009,41369,1.5,188,3897,Hybrid,CVT,4,4,59625
Volkswagen,Atlas,2009,28367,2.0,132,3688,Gasoline,Automatic,4,8,44213
Honda,Accord,2019,17158,2.0,246,3040,Hybrid,CVT,4,4,70856
Chevrolet,Equinox,2005,117163,1.5,129,3006,Gasoline,CVT,2,4,19474
Audi,A6,2019,95973,4.0,348,3049,Gasoline,CVT,4,6,88123
Nissan,Rogue,2007,87653,3.5,215,3354,Gasoline,Automatic,4,8,40246
Mercedes,C-Class,2007,67402,3.0,208,4808,Hybrid,Automatic,4,8,52980
Audi,Q7,2009,58142,4.0,248,3157,Gasoline,Automatic,4,4,65023
Chevrolet,Silverado,2008,68686,5.0,363,3103,Hybrid,Automatic,2,4,75011
Chevrolet,Tahoe,2022,98063,2.5,132,3295,Gasoline,Automatic,4,6,63707
Chevrolet,Tahoe,2016,22063,2.0,220,2751,Hybrid,Automatic,2,4,62282
Nissan,Rogue,2016,101120,2.0,139,4490,Gasoline,Automatic,4,6,38063
Chevrolet,Malibu,2015,27692,3.5,284,2785,Gasoline,Automatic,4,8,72693
Audi,Q5,2021,92881,4.0,295,3277,Gasoline,Automatic,4,8,89698
BMW,5 Series,2011,101818,2.5,130,3186,Gasoline,CVT,4,4,45183
Nissan,Altima,2008,65694,2.5,205,2906,Gasoline,Automatic,4,4,38905
Chevrolet,Silverado,2019,116497,4.0,248,3594,Hybrid,Manual,4,6,78808
Audi,A6,2019,62092,2.5,192,2228,Gasoline,CVT,4,6,74333
BMW,X3,2017,74409,4.0,301,2864,Gasoline,CVT,4,4,81955
Volkswagen,Tiguan,2021,71588,1.5,130,3004,Diesel,Manual,4,4,44729
Ford,Escape,2019,23400,3.5,274,3021,Gasoline,Automatic,2,4,71660
Hyundai,Santa Fe,2013,29758,5.0,384,3460,Gasoline,Automatic,4,4,77990
Mercedes,E-Class,2017,128070,5.0,449,1976,Hybrid,CVT,4,8,103683
Volkswagen,Tiguan,2024,118229,2.5,278,3303,Gasoline,Automatic,4,6,71307
